Store Number,R,P,C
74141,9528740,7210158,2318582
5325,7072793,-1438439,8511232
6569,9236357,3131376,6104981
75004,6099455,-300359,6399814
8982,6505101,5715814,789287
74257,5522100,-2621912,8144012
13604,4670010,3516357,1153653
10019,6423391,-2270261,8693652
74320,4041796,-1344960,5386756
5112,1947831,-2616726,4564557
10770,5280815,-459270,5740085
75002,4375435,-830892,5206327
74296,3120970,2569549,551421
8758,1636061,-3106128,4742189
76782,9012374,5919507,3092867
11105,9119374,2555300,6564074
11995,2289011,855522,1433489
5718,6397068,1772466,4624602
9599,3379434,-4539954,7919388
15145,4917743,-1431645,6349388
6998,1196597,-2464908,3661505
79344,5769303,5016201,753102
74988,1393617,-6937264,8330881
73172,3188231,1273320,1914911
6879,6565428,5225282,1340146
5342,9773514,2642793,7130721
74407,4157943,-4175777,8333720
74371,3613751,-3312199,6925950
10316,3614586,2588715,1025871
72648,9843305,6637937,3205368
74295,5733294,283251,5450043
6528,2390471,-5870145,8260616
8863,9827169,4024962,5802207
8915,1972846,-5351553,7324399
13489,8839382,8039484,799898
75007,7515372,4731539,2783833
5399,1836339,-1273613,3109952
5390,5735921,-3692046,9427967
11111,8050508,1535887,6514621
10437,3935701,-2174321,6110022
79619,4775086,-1218517,5993603
73797,7266655,869627,6397028
6945,2472319,-1890180,4362499
6905,9998973,113829,9885144
8757,5537033,-2576416,8113449
6565,3205096,-597766,3802862
10863,3059112,-2995862,6054974
2825,4128263,-255789,4384052
13822,7871963,1183924,6688039
76710,3939709,1814389,2125320
76471,2641339,-5488803,8130142
74109,5587965,-4332802,9920767
5806,7527911,5899956,1627955
74373,3195410,1741757,1453653
75006,4441238,-824218,5265456
10720,5884199,-3071660,8955859
72647,1133047,-5714491,6847538
6223,9344573,7176438,2168135
5804,8744075,3906777,4837298
74479,7309000,-39191,7348191
74291,9881654,5195011,4686643
16635,9711305,8280594,1430711
76512,4682625,551881,4130744
9554,5534235,3398947,2135288
5293,5492540,-3308366,8800906
74697,8038223,-1015542,9053765
72859,4394072,2639613,1754459
251,7378337,4042542,3335795
5647,2254842,396631,1858211
73956,9166668,1799809,7366859
6187,6018088,-2287102,8305190
6407,9248891,8651971,596920
75585,6212353,-312189,6524542
11479,1048920,-2450513,3499433
72690,4548798,4182787,366011
6333,9531584,4746092,4785492
74170,8925718,7251588,1674130
74113,9037091,5926280,3110811
79266,1008946,312200,696746
10149,2344678,-3150949,5495627
9692,1742002,-5564588,7306590
74158,5971197,4803373,1167824
76246,3831093,2951384,879709
74158,3559728,2928069,631659
10724,6324559,3436828,2887731
5358,2543744,-4822,2548566
11780,9494736,6997600,2497136
1542,1339380,-5089209,6428589
70077,1625561,-1407273,3032834
74247,3587673,-3650308,7237981
74129,7388850,5553883,1834967
76717,9356221,5854162,3502059
73931,9437618,112185,9325433
13233,5847461,1474451,4373010
74329,2761456,904474,1856982
74355,2491336,-3319999,5811335
6425,2757180,-3099045,5856225
6834,5466069,-2213058,7679127
9946,7583448,5628841,1954607
10722,2247480,-2070438,4317918
13425,6849024,-442044,7291068
10858,4428510,-752198,5180708
10867,8815817,4889340,3926477
74480,7647864,3588902,4058962
10228,4521651,-610311,5131962
74306,4938303,-3279874,8218177
72892,1410182,-7028779,8438961
79264,4104164,-235400,4339564
5587,1593186,-7834679,9427865
72611,6758380,-1576504,8334884
74348,3175090,-4559514,7734604
13426,4192916,3647930,544986
8626,8375818,1547046,6828772
79529,4714552,-2181339,6895891
13938,6508764,6340213,168551
16497,3325209,-1049037,4374246
74879,9983608,5376288,4607320
14451,8860969,8153635,707334
73753,4826940,2548955,2277985
74353,4800135,-4174542,8974677
74233,6967804,621185,6346619
73898,4286849,72213,4214636
10857,9779159,391426,9387733
246,7172188,520792,6651396
72937,9275333,4899555,4375778
74497,6932052,-272796,7204848
10588,6399649,5631260,768389
76166,2266473,-3433467,5699940
5594,8055655,-1507791,9563446
240,9091805,8937479,154326
8677,8546679,7593767,952912
5548,2392759,-184463,2577222
74298,1399148,-7719511,9118659
5306,7230484,6013738,1216746
74132,4318960,-96933,4415893
6638,6875829,2027507,4848322
73844,8424897,1085057,7339840
76651,6051907,150261,5901646
10317,5889700,-3427478,9317178
74110,3986367,-5572306,9558673
74110,8278321,439708,7838613
75527,3066760,-4538051,7604811
8663,1905002,-5760651,7665653
74333,7209664,1920717,5288947
6759,6862161,1446453,5415708
10677,6922871,5845924,1076947
74238,2970584,834806,2135778
9693,5847617,-1425529,7273146
75535,3024704,-1921612,4946316
76762,6784840,2695718,4089122
13336,4328742,-4337438,8666180
73722,3849749,3705239,144510
6845,4952673,2485630,2467043
6946,9856041,1816724,8039317
73585,8934391,-744396,9678787
74343,6802339,2393996,4408343
76125,8963121,3921540,5041581
74415,9441808,3988541,5453267
11838,4270440,2720184,1550256
6919,1679485,1275142,404343
6216,7174911,2618921,4555990
6352,6460724,-2905847,9366571
73632,5572744,612968,4959776
75277,7407151,-375860,7783011
6872,8321051,5944858,2376193
74261,4747898,-649726,5397624
6948,3672536,-4593501,8266037
74310,4290919,-5309428,9600347
74363,4761170,-2858845,7620015
75611,9243824,4923008,4320816
75672,6827304,3147485,3679819
74340,8569345,7020421,1548924
6684,6590999,4478070,2112929
5458,4373836,240987,4132849
73824,2628098,-5919241,8547339
5372,5161800,4084067,1077733
74335,7886655,6588793,1297862
6382,9892665,2969205,6923460
10499,5924589,5638914,285675
74341,9109209,1176798,7932411
11169,2486769,-885780,3372549
10723,8522402,4746904,3775498
6508,5830873,-1158084,6988957
74380,7769194,-449234,8218428
15028,5868464,5328145,540319
6906,7320008,-2324194,9644202
72926,7375348,3595111,3780237
74342,2366411,-1433608,3800019
72848,4110408,-4569262,8679670
6910,7555924,-2175765,9731689
73806,3454692,392569,3062123
5449,5969403,1494956,4474447
8830,4786316,1992873,2793443
10897,7815465,3908181,3907284
6392,6985979,3888270,3097709
5354,5212509,-1012739,6225248
72692,3522288,1914831,1607457
5333,1963980,-2429059,4393039
74347,2401943,-505083,2907026
76907,8974953,5462559,3512394
2202,2479084,-2701430,5180514
74388,2919021,-2469121,5388142
5671,5169593,315861,4853732
296,9467919,8051900,1416019
79240,1252902,-588073,1840975
3780,2493010,-2602611,5095621
14944,9790598,4052809,5737789
14104,8437684,2847026,5590658
74357,9492132,3464304,6027828
6570,6177602,-619770,6797372
15467,8192338,6201429,1990909
72896,9788617,3866232,5922385
74397,1251014,-7849995,9101009
74157,2280782,-5520852,7801634
74386,3057310,-2328587,5385897
6884,3851405,-890445,4741850
72587,2903451,2332844,570607
74159,7026857,-2749699,9776556
297,1530868,-3927157,5458025
267,4075066,-236699,4311765
5612,9539905,5423564,4116341
74199,7770115,6469801,1300314
79680,3602232,-1002156,4604388
5802,8134531,6961787,1172744
75421,8997097,5085040,3912057
11713,5964641,3884581,2080060
6832,1671426,1380115,291311
74490,3501241,-2370321,5871562
15861,7028871,627057,6401814
74245,4952065,4719558,232507
74155,2119731,-6412554,8532285
72122,4837604,1657233,3180371
72901,4864717,1968763,2895954
1301,2753035,-1555284,4308319
78016,2282550,-7255188,9537738
74366,3515650,1742812,1772838
5397,1127642,502840,624802
6615,6164165,4397349,1766816
75581,3646664,-5361958,9008622
73888,8475917,3724864,4751053
79746,4969785,367090,4602695
79273,6450808,3825772,2625036
73754,8910533,4564828,4345705
74833,4486291,-1596124,6082415
2939,1555917,981979,573938
76434,6429704,1625993,4803711
74534,2631771,937695,1694076
11107,2999081,-4024175,7023256
79614,8364110,255386,8108724
74385,2812918,514538,2298380
73320,1464878,-6289152,7754030
13492,7864556,-1225669,9090225
6627,9932010,4190632,5741378
11112,7851477,1156935,6694542
2875,1898549,-6639250,8537799
79617,6335834,4114962,2220872
74491,6626251,6335097,291154
9597,9322569,4588880,4733689
73347,4803157,2799961,2003196
79748,9359476,3597501,5761975
76642,2583313,-6825828,9409141
10041,4948748,861179,4087569
74243,5375400,2277671,3097729
73871,4873180,-149283,5022463
76854,3439077,111322,3327755
8664,4709188,-2009659,6718847
72588,8754066,5059853,3694213
8685,6888375,-1443311,8331686
10896,2862066,-3398259,6260325
72596,2302762,-3869224,6171986
74318,9963651,2265522,7698129
73561,8982274,8003162,979112
79471,2003112,-2196701,4199813
74330,1809559,-606789,2416348
73431,5132574,674021,4458553
11477,6062993,3277703,2785290
76164,5776011,367450,5408561
10676,8002615,7158061,844554
70332,5205550,4693994,511556
79381,8931976,8291508,640468
9619,8490396,6161651,2328745
79668,5536197,4035233,1500964
11862,2455723,-3050755,5506478
10849,3439860,-4170836,7610696
73652,8268539,2824125,5444414
10058,1905022,-3619273,5524295
79340,4966521,-3853543,8820064
73681,1831607,-5042712,6874319
11123,5967707,1790986,4176721
11844,6002160,-3976372,9978532
79335,8514941,4360299,4154642
73573,7456173,-1149905,8606078
10984,1212300,-8420671,9632971
16572,5366093,2884892,2481201
11959,3430969,-2736767,6167736
76372,7144217,-2646195,9790412
3354,4510145,2840053,1670092
11317,9700929,9159801,541128
73319,7449286,1669663,5779623
79663,9074732,1193,9073539
3760,2261276,-1912735,4174011
3357,2595660,-1954563,4550223
74404,8802762,5788662,3014100
3358,9821843,3482416,6339427
4130,6099687,-1309380,7409067
3236,3303824,-5609417,8913241
73690,1725486,-1068418,2793904
10732,9968691,2000047,7968644
9879,3427296,-5766474,9193770
73130,8354841,7488500,866341
3235,3156450,-4532316,7688766
10268,6662083,-499493,7161576
73137,4055165,653723,3401442
13519,9943607,7869474,2074133
75455,5135789,497059,4638730
3266,3609815,-5284602,8894417
72728,5232370,4395863,836507
79243,9160865,8656327,504538
10070,1791089,-393719,2184808
3246,9867412,2015355,7852057
8832,3153461,-476964,3630425
73478,3531175,56173,3475002
13571,9215985,7331012,1884973
9297,3420269,1812932,1607337
3254,9345122,8829321,515801
15773,7063327,3235218,3828109
72706,4938505,-2955702,7894207
8831,7957482,4048978,3908504
14832,2555446,-6061096,8616542
76698,6002844,629013,5373831
13688,1793037,-7774502,9567539
3378,1182232,234047,948185
79637,4711315,-1582600,6293915
3284,2255295,-674670,2929965
79513,1159236,389249,769987
8935,9834123,1639019,8195104
73116,5893759,-4096500,9990259
3230,7055047,2440800,4614247
79726,6151659,-1466334,7617993
8849,9115165,8384964,730201
9853,8233505,-1317499,9551004
361,7595083,5423812,2171271
8138,4501575,2365651,2135924
79590,5159452,-3980060,9139512
10477,1119584,-7218538,8338122
74251,1557102,-5309536,6866638
3342,6702372,4736077,1966295
72722,4073222,-975972,5049194
14719,1572904,-1207889,2780793
3968,8309903,4144330,4165573
74252,3051672,-1998008,5049680
3200,7050499,-677723,7728222
3450,3188203,2416961,771242
360,1446463,1058010,388453
362,1553755,-181075,1734830
74777,5923701,-2259451,8183152
8681,2645640,-107579,2753219
8655,8159016,7478440,680576
3916,4687505,-5273272,9960777
74913,9737066,3480861,6256205
2926,9963108,3054962,6908146
368,8656766,3881159,4775607
3269,8846967,7259936,1587031
3377,2843981,-6400714,9244695
13932,7718909,2189047,5529862
10177,5270047,449096,4820951
75926,6257320,4669516,1587804
75930,7772403,-1909644,9682047
70075,9549778,6035152,3514626
9854,1682252,-8203332,9885584
79658,2847156,-7398,2854554
70368,7115391,2595432,4519959
9730,9349733,3800096,5549637
17281,2573187,-2577718,5150905
6924,9230348,1116896,8113452
9894,9182481,7517618,1664863
8967,5375111,2753966,2621145
10881,2371507,-626497,2998004
9580,9248612,8455074,793538
72605,1066695,-3942751,5009446
13277,2402168,-583209,2985377
76525,7870133,7617381,252752
11949,6430673,5169860,1260813
5890,1150058,-5555227,6705285
72604,8191304,5959509,2231795
6835,8074096,-1794247,9868343
76706,2761832,-3443447,6205279
73448,2685624,-6408256,9093880
5338,5057907,-4217677,9275584
10473,3298691,2790397,508294
13989,9744785,3651504,6093281
73586,9441521,6846048,2595473
5459,5753534,339833,5413701
11309,6087154,2434917,3652237
6611,6317996,715853,5602143
73421,5004914,3881564,1123350
5310,8143061,-1317527,9460588
11947,4710047,-2637278,7347325
5329,2594062,-3497233,6091295
8932,6564659,4448150,2116509
9084,3451970,2164658,1287312
73952,2089015,-3228694,5317709
13391,5905872,2352388,3553484
5658,9976197,804248,9171949
75547,8880320,2932655,5947665
75144,3955376,970495,2984881
75920,4254791,3511913,742878
6453,5851626,5379843,471783
72355,3651669,-2388726,6040395
16691,4854718,-1020640,5875358
16678,7862854,-566374,8429228
75876,2252042,-902710,3154752
10794,5501586,1248516,4253070
10703,9398603,9039409,359194
73348,5255862,-455208,5711070
10983,9212261,-711548,9923809
13841,9348673,5261960,4086713
10760,1867844,-4779303,6647147
11572,1327510,1221684,105826
2920,5911316,-2209647,8120963
75638,8848876,-173522,9022398
10334,4840037,-2468077,7308114
10416,2998506,-3198569,6197075
73689,9769536,1912568,7856968
2936,5180999,-3360870,8541869
75273,5590541,-3775496,9366037
75551,8543186,5325972,3217214
79615,3029640,-4172556,7202196
79551,8216879,6932603,1284276
74743,6856659,539697,6316962
76731,7897832,4415195,3482637
11326,9608229,5338278,4269951
6622,3206237,-1262716,4468953
11433,3844616,1190067,2654549
72590,1306653,-3437294,4743947
11219,1340274,-7577622,8917896
73762,1034769,79308,955461
79707,9178278,8749215,429063
79767,1734294,-337404,2071698
73629,7785656,4435742,3349914
74864,6429950,1682509,4747441
10094,9469185,2827203,6641982
74733,3849732,-4431332,8281064
16389,1442040,-320010,1762050
73125,8306400,547720,7758680
73838,1188202,-1796187,2984389
3199,8331257,4858634,3472623
6894,1301349,-3813646,5114995
5500,4199193,3786988,412205
7074,9468927,8047113,1421814
74450,3918219,-5946145,9864364
5036,4349088,825939,3523149
5376,8154025,1964720,6189305
5622,8721028,7676251,1044777
73971,8460446,7211157,1249289
6733,9154488,7913676,1240812
6874,2835789,-4775949,7611738
74401,6761268,-2297006,9058274
72123,4126351,-4924133,9050484
79705,5658690,-3830904,9489594
5465,5609799,-2298364,7908163
6539,6712239,-1180189,7892428
10259,6813970,6608107,205863
75378,1936339,-5631185,7567524
79721,7837148,-258678,8095826
5451,4878869,-3904231,8783100
72593,4178316,-4598769,8777085
11892,1355796,-269206,1625002
9251,2519516,1417741,1101775
8974,6278656,-2192940,8471596
9065,6269643,-333713,6603356
9450,9868700,5865147,4003553
76853,9033241,2892679,6140562
73583,5886525,-3042105,8928630
79769,5269262,-2432288,7701550
6690,7935522,1157674,6777848
74198,2582513,-3403885,5986398
70322,9319366,401510,8917856
1249,8753786,2719995,6033791
6682,1417691,-93484,1511175
14177,4974687,-4246266,9220953
79754,8662069,780380,7881689
11890,6476326,-1268205,7744531
10309,8063424,6325505,1737919
6581,5575209,797044,4778165
8606,9688854,2043658,7645196
6779,1091549,-1887435,2978984
76656,8944279,6764855,2179424
74284,1253899,1121176,132723
14560,1964249,-367351,2331600
76968,8809436,4690556,4118880
76360,5677137,3719173,1957964
5923,1944451,1807519,136932
74446,6567353,-1374631,7941984
7971,1566353,1286584,279769
5829,1835418,-5242870,7078288
5469,7980712,5222026,2758686
74234,4920724,-1505706,6426430
9997,1720356,-5666679,7387035
9415,8320774,5549669,2771105
8188,1643595,-5314254,6957849
73175,5082684,-4893941,9976625
76825,2281912,-3590061,5871973
10931,4950344,263776,4686568
76596,4431375,1455171,2976204
8656,8114057,4736012,3378045
74723,4170274,869704,3300570
9590,9765239,8712198,1053041
74944,8797276,6316704,2480572
10930,9570739,3447944,6122795
10128,4806059,1991384,2814675
74209,5485201,-1530089,7015290
5008,1746411,-5309346,7055757
2836,6128209,-210787,6338996
74439,8988232,-880800,9869032
6954,7699246,-2164846,9864092
73728,3240457,-3822469,7062926
9449,8918370,6266169,2652201
5958,6690329,2942932,3747397
73505,2200667,-3356928,5557595
5480,9629601,9329169,300432
5547,6911521,1199105,5712416
75274,4936205,-2236160,7172365
76610,8380894,3619444,4761450
75507,2040429,-4226746,6267175
5435,8883374,2152825,6730549
74786,6364549,919644,5444905
5455,5146434,-4698794,9845228
72599,2159610,-3581407,5741017
73847,6129391,371078,5758313
6582,5268509,1268123,4000386
5439,3878185,-1444210,5322395
10798,9259718,1352324,7907394
16299,3128787,1415743,1713044
5422,8448767,3707472,4741295
3991,9074877,8090726,984151
5328,9769316,9063862,705454
74998,9184779,515779,8669000
5326,5202099,391101,4810998
74323,5253592,856179,4397413
70064,9191387,4489195,4702192
75322,3325871,1619324,1706547
